Sentence#,Main-Line#,Sub-Line#,Word,POS,Tag
50,21,0,ಆರ್ಥಿಕತೆಗೆ,N_NN,O
50,22,0,ಸಂಬಂಧಿಸಿದ,V_VM_VNF,O
50,23,0,ಸಂಸ್ಥೆಗಳ,N_NN,O
50,24,0,ನಡುವಿನ,N_NN,O
50,25,0,ಸಹಕಾರದ,N_NN,O
50,26,0,",",RD_PUNC,O
50,27,0,ಮಹಾಸಾಗರ,N_NN,O
50,28,0,ವಿಜ್ಞಾನದ,N_NN,O
50,29,0,ಸಹಕಾರ,N_NN,O
50,30,0,ಮತ್ತು,CC_CCD,O
50,31,0,ಸುಸ್ಥಿರ,JJ,O
50,32,0,ಸಾಗರ,N_NN,O
50,33,0,ಮೂಲಸೌಕರ್ಯದ,N_NN,O
50,34,0,ಜೊತೆಗೆ,PSP,O
50,35,0,ಕೆಲಸ,N_NN,O
50,36,0,ಮಾಡಲು,V_VM_VINF,O
50,37,0,ಹೊಸ,JJ,O
50,38,0,ಮಾರ್ಗಗಳನ್ನು,N_NN,O
50,39,0,ಕಂಡುಹಿಡಿಯಲು,V_VM_VINF,O
50,40,0,ಸಹಾಯ,N_NN,O
50,41,0,ಮಾಡುತ್ತದೆ,V_VM_VF,O
50,42,0,.,RD_PUNC,O
51,1,0,ಬಹುಪಕ್ಷೀಯ,JJ,O
51,2,0,ಕ್ಷೇತ್ರದಲ್ಲಿ,N_NN,O
51,3,0,",",RD_PUNC,O
51,4,1,ಭಾರತ,N_NNP,NEL
51,5,0,ಮತ್ತು,CC_CCD,O
51,6,1,ಫ್ರಾನ್ಸ್,N_NNP,NEL
51,7,0,ಉನ್ನತ,JJ,O
51,8,0,ಮಹತ್ವಾಕಾಂಕ್ಷೆಯ,N_NN,O
51,9,0,ಮೈತ್ರಿಯ,N_NN,O
51,10,0,ಮೂಲಕ,PSP,O
51,11,0,ರಾಷ್ಟ್ರೀಯ,JJ,O
51,12,0,ನ್ಯಾಯವ್ಯಾಪ್ತಿಯ,N_NN,O
51,13,0,ಆಚೆಗಿನ,N_NST,O
51,14,0,ಜೀವವೈವಿಧ್ಯತೆಯ,N_NN,O
51,15,0,ರಕ್ಷಣೆ,N_NN,O
51,16,0,(,RD_SYM,O
51,17,1,ಬಿಬಿಎನ್ಜೆ,N_NN,NEA
51,18,0,),RD_SYM,O
51,19,0,ಗೆ,PSP,O
51,20,0,ಕಾನೂನಾತ್ಮಕವಾಗಿ,N_NN,O
51,21,0,ಬದ್ಧವಾದ,JJ,O
51,22,0,ಒಪ್ಪಂದಕ್ಕೆ,N_NN,O
51,23,0,ಕರೆ,N_NN,O
51,24,0,ನೀಡಿದೆ,V_VM_VF,O
51,25,0,.,RD_PUNC,O
52,1,0,ನಾವು,PR_PRP,O
52,2,0,ಜಂಟಿಯಾಗಿ,RB,O
52,3,1,ಇಂಡೋ,V_VM_VNF,NEL
52,4,0,-,RD_SYM,O
52,5,1,ಪೆಸಿಫಿಕ್,N_NN,NEL
52,6,0,ಪಾರ್ಕ್,N_NN,O
52,7,0,ಪಾಲುದಾರಿಕೆಯನ್ನು,N_NN,O
52,8,0,ಸಹ,RP_RPD,O
52,9,0,ಪ್ರಾರಂಭಿಸಿದ್ದೇವೆ,N_NN,O
52,10,0,ಇದು,PR_PRP,O
52,11,0,ಪಾರ್ಕ್,N_NN,O
52,12,0,ವ್ಯವಸ್ಥಾಪಕರ,N_NN,O
52,13,0,ನಡುವೆ,N_NN,O
52,14,0,ಅತ್ಯುತ್ತಮ,JJ,O
52,15,0,ಅಭ್ಯಾಸಗಳು,N_NN,O
52,16,0,ಮತ್ತು,CC_CCD,O
52,17,0,ಜ್ಞಾನದ,N_NN,O
52,18,0,ವಿನಿಮಯವನ್ನು,N_NN,O
52,19,0,ಸಕ್ರಿಯಗೊಳಿಸುವ,V_VM_VNF,O
52,20,0,ಉದ್ದೇಶವನ್ನು,N_NN,O
52,21,0,ಹೊಂದಿದೆ,V_VM_VF,O
52,22,0,.,RD_PUNC,O
53,1,1,ಇಂಡೋ,N_NNP,NEL
53,2,0,-,RD_SYM,O
53,3,1,ಪೆಸಿಫಿಕ್ನಲ್ಲಿ,N_NN,NEL
53,4,0,ಅಕ್ರಮ,N_NN,O
53,5,0,",",RD_PUNC,O
53,6,0,ಅನಿಯಮಿತ,JJ,O
53,7,0,ಮತ್ತು,CC_CCD,O
53,8,0,ವರದಿರಹಿತ,N_NN,O
53,9,0,(,RD_SYM,O
53,10,0,ಐಯುಯು,N_NN,O
53,11,0,),RD_SYM,O
53,12,0,ಮೀನುಗಾರಿಕೆಯನ್ನು,N_NN,O
53,13,0,ಜಂಟಿಯಾಗಿ,RB,O
53,14,0,ನಿಭಾಯಿಸಲು,V_VM_VINF,O
53,15,0,ಕೂಡ,RP_RPD,O
53,16,0,ಎರಡೂ,QT_QTC,O
53,17,0,ದೇಶಗಳು,N_NN,O
53,18,0,ಬದ್ಧವಾಗಿ,RB,O
53,19,0,ಇವೆ,V_VM_VF,O
53,20,0,.,RD_PUNC,O
54,1,0,ಕಳೆದ,JJ,O
54,2,0,ವರ್ಷ,N_NN,O
54,3,0,ಫ್ರಾನ್ಸ್,N_NNP,O
54,4,1,ಇಂಡೋ,N_NNP,NEL
54,5,0,-,RD_SYM,O
54,6,1,ಪೆಸಿಫಿಕ್,N_NN,NEL
54,7,0,ಓಷನ್,N_NN,O
54,8,0,ಇನಿಶಿಯೇಟಿವ್ನ,N_NN,O
54,9,0,ಸಾಗರ,N_NN,O
54,10,0,ಸಂಪನ್ಮೂಲಗಳ,N_NN,O
54,11,0,ಸ್ತಂಭವನ್ನು,N_NN,O
54,12,0,ಅಳವಡಿಸಿಕೊಂಡಾಗ,V_VM_VNF,O
54,13,0,ಸಹಯೋಗದ,N_NN,O
54,14,0,ಈ,DM_DMD,O
54,15,0,ಕ್ಷೇತ್ರವು,N_NN,O
54,16,0,ಮತ್ತಷ್ಟು,JJ,O
54,17,0,ಪ್ರಗತಿಯನ್ನು,N_NN,O
54,18,0,ಕಂಡಿತು,V_VM_VF,O
54,19,0,.,RD_PUNC,O
55,1,0,ಈ,DM_DMD,O
55,2,0,ನಿಟ್ಟಿನಲ್ಲಿ,N_NN,O
55,3,1,ಭಾರತ,N_NNP,NEL
55,4,1,ಫ್ರಾನ್ಸ್ನ,N_NNP,NEL
55,5,0,ಬೆಂಬಲವನ್ನು,N_NN,O
55,6,0,ಮುಂದುವರಿಸಲಿದೆ,V_VM_VF,O
55,7,0,.,RD_PUNC,O
56,1,1,13,QT_QTC,NEN
56,2,0,ಒಂದು,QT_QTC,O
56,3,0,ವೇಳೆ,N_NN,O
56,4,0,ನಾವು,PR_PRP,O
56,5,0,ಜಾಗತಿಕ,JJ,O
56,6,0,ಒಳಿತಿಗಾಗಿ,N_NN,O
56,7,0,ಒಂದು,QT_QTC,O
56,8,0,ಶಕ್ತಿಯಾಗಲು,N_NN,O
56,9,0,ನಮ್ಮ,PR_PRP,O
56,10,0,ಮಿತಿಗಳನ್ನು,N_NN,O
56,11,0,ತಳ್ಳುತ್ತಿದ್ದರೆ,V_VM_VNF,O
56,12,0,",",RD_PUNC,O
56,13,1,ಭಾರತ,N_NNP,NEL
56,14,0,-,RD_SYM,O
56,15,1,ಫ್ರಾನ್ಸ್,N_NNP,NEL
56,16,0,ಕಾರ್ಯತಂತ್ರದ,N_NN,O
56,17,0,ಪಾಲುದಾರಿಕೆಯಲ್ಲಿ,N_NN,O
56,18,0,ಇರುವ,V_VM_VNF,O
56,19,0,ಸಾಧ್ಯತೆಗಳಿಗೆ,N_NN,O
56,20,0,ಅಂತ್ಯವಿಲ್ಲ,V_VM_VF,O
56,21,0,.,RD_PUNC,O
57,1,0,ನಾನು,PR_PRP,O
57,2,0,ಮೊದಲೇ,RB,O
57,3,0,ಹೇಳಿದಂತೆ,V_VM_VNF,O
57,4,0,",",RD_PUNC,O
57,5,1,21,QT_QTC,NEN
57,6,0,ನೇ,QT_QTO,O
57,7,0,ಶತಮಾನದ,N_NN,O
57,8,0,ಸಮಸ್ಯೆಗಳನ್ನು,N_NN,O
57,9,0,ನಿಭಾಯಿಸಲು,V_VM_VINF,O
57,10,1,21,QT_QTC,NEN
57,11,0,ನೇ,QT_QTO,O
57,12,0,ಶತಮಾನದ,N_NN,O
57,13,0,ಪರಿಹಾರಗಳ,N_NN,O
57,14,0,ಅಗತ್ಯ,N_NN,O
57,15,0,ಇದೆ,V_VM_VF,O
57,16,0,.,RD_PUNC,O
58,1,1,ಭಾರತ,N_NNP,NEL
58,2,0,-,RD_SYM,O
58,3,1,ಫ್ರಾನ್ಸ್,N_NNP,NEL
58,4,0,ಸಂಬಂಧಗಳು,N_NN,O
58,5,0,ನಿಜವಾಗಿ,N_NN,O
58,6,1,21,QT_QTC,NEN
58,7,0,ನೇ,QT_QTO,O
58,8,0,ಶತಮಾನದ,N_NN,O
58,9,0,ಪಾಲುದಾರಿಕೆ,N_NN,O
58,10,0,ಆಗಿದೆ,V_VM_VF,O
58,11,0,.,RD_PUNC,O
59,1,0,ಇಂದಿನ,N_NN,O
59,2,0,ಟ್ರ್ಯಾಕ್,N_NN,O
59,3,1,15,QT_QTC,NEN
59,4,0,ಸಂವಾದದ,JJ,O
59,5,0,ಫಲಿತಾಂಶಕ್ಕಾಗಿ,N_NN,O
59,6,0,ನಾನು,PR_PRP,O
59,7,0,ಕುತೂಹಲದಿಂದ,N_NN,O
59,8,0,ಕಾಯುತ್ತಿದ್ದೇನೆ,V_VM_VF,O
59,9,0,.,RD_PUNC,O
60,1,1,ಭಾರತ,NNP,NEL
60,2,0,-,RD_SYM,O
60,3,1,ಫ್ರಾನ್ಸ್,N_NNP,NEL
60,4,0,ಸಂಬಂಧಗಳನ್ನು,N_NN,O
60,5,0,ಸಧೃಡವಾಗಿಸಲು,V_VM_VINF,O
60,6,0,ಕೆಲವು,DM_DMI,O
60,7,0,ಹೊಸ,JJ,O
60,8,0,ಮತ್ತು,CC_CCD,O
60,9,0,ರಚನಾತ್ಮಕ,JJ,O
60,10,0,ಮಾರ್ಗಗಳ,N_NN,O
60,11,0,ಅನ್ವೇಷಣೆಗೆ,N_NN,O
60,12,0,ಸಹಾಯ,N_NN,O
60,13,0,ಮಾಡಲು,V_VM_VINF,O
60,14,0,ಇಂದಿನ,N_NN,O
60,15,0,ಚರ್ಚೆಯು,N_NN,O
60,16,0,ನಮಗೆ,PR_PRP,O
60,17,0,ನಿರ್ದಿಷ್ಟ,JJ,O
60,18,0,ಆಲೋಚನೆಗಳು,N_NN,O
60,19,0,ಮತ್ತು,CC_CCD,O
60,20,0,ಒಳನೋಟಗಳನ್ನು,N_NN,O
60,21,0,ನೀಡುತ್ತದೆ,V_VM_VF,O
60,22,0,ಎಂದು,CC_CCS,O
60,23,0,ನನಗೆ,PR_PRP,O
60,24,0,ನಂಬಿಕೆ,N_NN,O
60,25,0,ಇದೆ,V_VM_VF,O
60,26,0,.,RD_PUNC,O
61,1,0,ಧನ್ಯವಾದಗಳು,N_NN,O
61,2,0,.,RD_PUNC,O
